id,race,nationality
94829,1,1
94831,3,12
94834,1,1
94840,1,1
94847,1,1
94854,1,1
94859,1,1
94865,1,1
94869,1,1
94892,1,1
94893,1,1
94902,1,1
94914,1,1
94916,1,2
94918,1,1
94926,1,1
94948,1,2
94952,NA,NA
94955,NA,NA
94959,1,2
94963,1,1
94982,1,2
94989,1,1
94993,NA,NA
95014,1,1
95028,1,1
95035,1,1
95039,1,1
95048,1,1
95063,1,1
95066,1,1
95068,1,1
95072,1,1
95074,1,1
95078,1,1
95096,NA,NA
95098,1,1
95100,1,1
95104,1,1
95107,1,1
95108,1,1
95115,1,1
95119,1,1
95135,1,1
95154,1,1
95158,1,1
95159,1,1
95168,1,1
95175,1,1
95188,1,1
95196,1,1
95198,1,1
95199,1,2
95207,1,1
95209,1,1
95230,1,1
95239,1,1
95245,1,2
95249,1,2
95255,1,1
95263,1,1
95272,NA,NA
95311,7,14
95315,1,1
95326,1,12
95329,1,1
95335,1,1
95342,1,1
95350,1,1
95369,1,1
95377,1,1
95393,1,1
95403,1,1
95416,1,1
95418,NA,NA
95430,1,1
95437,NA,2
95456,1,1
95466,NA,NA
95475,1,1
95479,1,1
95482,1,1
95485,1,1
95501,1,1
95506,1,1
95516,1,1
95518,1,1
95519,1,1
95531,1,2
95540,1,NA
95546,1,1
95562,1,1
95563,NA,NA
95571,1,1
95574,1,1
95575,1,1
95581,1,1
95593,1,2
95606,1,1
95609,1,1
95618,1,2
95631,1,1
95643,1,1
95645,1,1
95646,1,12
95654,NA,NA
95666,7,14
95667,1,1
95668,1,1
95669,1,1
95678,1,1
95689,1,1
95704,1,1
95705,1,1
95709,1,1
95713,1,1
95718,1,1
95719,1,2
95722,1,1
95730,1,1
95737,1,12
95739,1,1
95743,1,1
95746,1,1
95755,1,1
95763,1,1
95768,1,1
95784,1,1
95799,1,1
95804,1,1
95823,1,1
95830,1,1
95840,1,1
95844,1,1
95847,1,1
95850,1,1
95851,3,7
95856,1,1
95866,1,1
95869,1,1
95875,7,14
95876,1,1
95877,1,1
95880,1,1
95882,1,1
95901,1,1
95909,1,1
95930,1,1
95932,1,2
95955,1,1
95961,7,14
95975,1,1
95982,1,1
95984,1,1
95991,1,1
95993,1,1
95994,1,1
95998,1,1
96001,1,1
96020,1,1
96025,1,2
96036,1,14
96037,1,1
96038,1,1
96039,1,1
96051,1,1
96060,1,1
96062,1,1
96067,1,1
96068,1,1
96079,1,1
96084,1,1
96086,4,1
96087,1,1
96100,1,1
96112,1,1
96117,1,1
96118,1,1
96119,1,1
96125,1,1
96130,1,1
96133,1,1
96160,1,1
96162,1,1
96167,1,1
96190,1,1
96198,1,2
96206,1,1
96216,1,1
96234,1,1
96247,1,1
96255,1,1
96258,1,1
96263,1,2
96268,1,1
96272,4,NA
96276,1,2
96278,1,1
96282,1,1
96294,1,1
96295,1,1
96297,1,1
96300,1,1
96312,1,1
96319,1,1
96324,1,1
96333,1,1
96343,1,1
96346,NA,NA
96354,1,1
96371,1,1
96375,6,13
96377,1,1
96378,1,1
96381,1,1
96385,1,1
96386,1,1
96391,1,1
96396,1,1
96417,1,1
96428,1,2
96429,1,1
96465,1,1
96481,1,1
96482,1,1
96483,1,1
96484,1,1
96490,1,1
96495,1,1
96504,1,1
96507,1,1
96513,1,1
96518,1,1
96520,1,1
96531,1,1
96546,1,1
96552,1,1
96565,1,1
96566,1,1
96592,1,1
96601,1,1
96624,1,1
96633,1,1
96640,NA,NA
96659,1,1
96662,1,1
96663,1,1
96668,1,1
96669,NA,NA
96682,1,1
96683,1,1
96694,1,1
96696,1,1
96703,NA,NA
96708,1,1
96714,1,2
96718,1,1
96722,1,1
96732,1,1
96740,1,1
96744,NA,NA
96745,1,1
96753,1,1
96757,1,1
96765,1,1
96783,1,1
96787,1,1
96792,1,1
96801,1,1
96806,1,1
96812,3,6
96830,1,1
96832,1,1
96842,1,1
96853,1,1
96866,1,1
96867,1,1
96872,1,1
96877,1,1
96885,1,1
96888,1,1
96892,1,1
96896,1,2
96900,1,1
96908,1,1
96910,1,1
96921,1,1
96924,NA,NA
96925,1,1
96932,1,1
96935,1,1
96938,1,1
96940,1,5
96952,1,1
96962,1,1
96984,NA,NA
96986,1,1
96987,1,1
96999,1,12
97011,1,1
97015,7,14
97021,1,1
97024,1,1
97030,1,1
97034,1,1
97035,1,1
97044,1,1
97049,1,1
97050,1,1
97059,1,1
97072,1,1
97082,1,1
97086,1,1
97088,1,1
97092,1,1
97104,1,1
97148,1,1
97160,1,1
97168,1,1
97176,1,1
97178,1,1
97185,1,1
97203,1,1
97209,1,12
97213,1,1
97220,NA,NA
97228,1,12
97235,1,1
97244,1,1
97247,1,1
97255,1,1
97258,NA,NA
97260,1,NA
97271,1,1
97274,1,1
97277,1,1
97279,1,1
97280,1,1
97284,1,1
97291,1,1
97294,1,5
97300,1,1
97311,1,1
97347,1,5
97350,1,1
97352,1,1
97364,1,1
97367,1,12
97370,1,1
97377,1,1
97388,1,1
97392,1,1
97398,1,1
97404,1,1
97435,1,1
97439,1,1
97444,1,1
97485,1,1
97500,1,1
97511,1,1
97526,1,1
97534,1,1
97545,1,1
97550,1,1
97553,1,1
97555,1,1
97564,1,1
97565,1,1
97568,1,1
97572,1,1
97580,1,1
97582,1,2
97586,1,1
97596,1,1
97605,1,1
97607,1,1
97630,1,1
97634,1,1
97654,1,1
97657,1,1
97663,1,1
97676,1,1
97682,1,1
97685,1,1
97686,1,1
97696,1,1
97702,1,1
97703,1,1
97710,1,1
97711,1,1
97731,1,1
97739,1,1
97744,1,1
97747,1,1
97764,1,1
97782,1,1
97783,1,2
97784,1,1
97794,1,1
97809,1,1
97815,1,1
97844,1,1
97857,1,1
97867,1,1
97875,1,2
97902,1,1
97903,1,1
97905,1,1
97906,1,1
97915,1,1
97922,3,6
97934,1,1
97944,1,1
97946,1,1
97958,NA,NA
97962,1,1
97975,1,1
97976,4,1
97979,5,NA
97983,1,1
97987,1,1
97988,1,5
97993,1,1
97994,1,1
98018,1,1
98022,1,1
98039,1,1
98040,1,1
98053,1,1
98055,1,1
98092,1,1
98098,1,1
98105,NA,NA
98111,7,14
98117,1,1
98120,1,1
98129,1,1
98146,1,1
98153,1,1
98155,1,1
98182,1,1
98199,7,14
98210,1,1
98224,1,1
98231,1,5
98232,1,1
98241,1,1
98246,1,1
98260,1,1
98277,1,2
98278,1,1
98282,1,1
98284,1,1
98297,1,1
98302,1,1
98309,1,1
98313,1,1
98318,1,1
98319,1,1
98320,1,1
98326,1,1
98343,1,1
98344,1,1
98346,1,1
98356,1,1
98380,1,1
98382,1,1
98389,1,1
98393,1,1
98397,1,1
98402,1,1
98405,1,1
98412,1,1
98422,1,1
98423,1,1
98426,1,1
98431,1,1
98435,1,1
98441,1,1
98443,1,1
98446,1,1
98447,1,1
98450,1,2
98456,1,1
98461,1,1
98464,NA,NA
98466,1,1
98480,NA,NA
98482,1,1
98485,1,1
98496,1,1
98525,7,14
98527,1,1
98532,1,1
98541,1,1
98545,1,1
98558,1,1
98562,1,1
98568,1,1
98595,1,1
98604,1,12
98607,NA,NA
98619,1,2
98629,1,2
98647,1,1
98678,NA,NA
98680,1,1
98682,1,1
98686,1,1
98707,1,1
98709,1,1
98710,1,1
98712,1,1
98716,1,1
98718,1,1
98740,1,1
98748,1,1
98753,1,1
98773,1,1
98791,1,1
98792,1,1
98814,1,1
98829,1,1
98832,1,1
98835,1,1
98842,1,1
98843,1,1
98862,1,1
98866,1,1
98877,1,2
98880,1,1
98900,1,1
98904,1,1
98912,1,1
98922,1,1
98935,1,1
98947,1,1
98948,1,1
98957,1,1
98961,1,1
98987,1,1
98996,1,1
98999,1,1
99001,1,1
99005,1,1
99008,1,1
99011,1,1
99014,1,1
99015,1,1
99016,1,1
99017,1,1
99031,1,1
99032,1,1
99046,1,1
99049,1,1
99051,1,1
99056,1,1
99060,1,1
99062,1,1
99063,1,1
99064,1,1
99075,1,1
99077,1,1
99079,1,1
99083,1,1
99087,1,1
99092,1,1
99096,1,1
99103,NA,NA
99110,1,1
99122,1,1
99123,1,1
99127,1,1
99135,1,1
99138,1,2
99139,1,1
99146,1,1
99155,1,1
99157,1,1
99159,1,2
99162,1,1
99174,1,1
99175,1,2
99184,1,1
99185,1,1
99193,1,1
99198,1,1
99216,NA,1
99236,1,1
99237,1,1
99253,1,1
99254,1,1
99255,1,2
99263,1,1
99264,1,1
99273,1,1
99276,NA,1
99277,1,1
99286,1,1
99297,1,1
99307,4,NA
99310,1,1
99327,1,1
99332,NA,NA
99337,1,1
99341,1,1
99353,1,2
99367,1,1
99369,5,14
99376,1,1
99380,1,1
99381,1,2
99389,7,14
99400,1,1
99408,1,2
99427,1,1
99431,1,1
99436,1,1
99461,NA,NA
99463,1,1
99471,1,1
99483,1,1
99490,1,1
99500,1,1
99503,1,1
99504,1,1
99511,1,1
99534,1,1
99536,1,1
99538,1,12
99539,1,2
99541,1,2
99543,1,1
99551,1,1
99553,1,1
99554,1,1
99558,1,1
99561,1,1
99570,1,1
99578,1,1
99602,1,1
99603,1,1
99619,1,1
99626,1,1
99630,1,1
99632,1,1
99643,1,2
99646,1,1
99648,1,1
99661,1,1
99678,1,2
99681,1,5
99689,1,1
99690,7,14
99692,1,1
99693,1,1
99694,1,1
99707,1,1
99723,1,1
99724,1,1
99738,1,1
99744,1,1
99750,1,1
99764,1,1
99774,1,1
99777,1,1
99779,1,1
99783,1,1
99785,1,12
99788,1,1
99797,1,1
99815,1,1
99822,NA,NA
99823,1,1
99827,1,1
99828,1,1
99847,1,1
99857,1,5
99865,1,1
99866,1,2
99874,1,1
99880,1,1
99895,1,1
99921,1,1
99927,1,1
99928,1,1
99934,1,1
99935,1,2
99936,1,1
99939,1,1
99943,1,1
99947,1,1
99948,1,1
99961,1,1
99965,1,1
99974,1,1
99989,1,1
99992,1,1
99993,1,1
99996,1,1
100001,1,1
100002,7,14
100003,1,1
100011,1,1
100013,1,1
100028,1,2
100029,1,1
100033,1,1
100039,1,1
100049,1,1
100050,1,2
100080,1,1
100083,NA,NA
100085,1,1
100115,1,1
100142,1,1
100143,1,1
100154,3,6
100175,1,2
100190,1,1
100192,1,1
100194,1,1
100199,1,1
100208,1,1
100219,1,1
100220,1,1
100229,1,1
100230,1,1
100242,NA,NA
100243,1,1
100253,1,1
100258,NA,NA
100260,1,1
100287,1,1
100288,1,1
100291,1,1
100308,1,1
100310,1,1
100313,1,1
100321,1,1
100322,1,1
100333,1,1
100336,1,1
100340,1,1
100348,1,1
100351,1,1
100353,1,1
100354,1,1
100355,1,1
100371,1,2
100389,1,1
100393,1,1
100400,1,1
100433,NA,NA
100435,1,1
100438,1,1
100444,1,1
100452,1,1
100455,1,13
100472,1,3
100475,1,1
100479,1,2
100484,1,5
100504,1,12
100510,1,1
100524,NA,NA
100534,1,1
100562,1,1
100564,1,1
100569,1,1
100570,1,1
100571,1,1
100577,1,1
100596,1,1
100602,1,1
100603,1,1
100621,1,1
100626,1,1
100631,1,1
100665,1,1
100670,1,1
100678,1,1
100683,1,1
100686,1,1
100695,1,1
100698,1,1
100699,1,1
100711,1,1
100719,1,1
100723,1,1
100732,1,1
100733,1,1
100738,1,1
100740,1,2
100745,1,12
100748,1,1
100749,NA,NA
100757,1,1
100761,1,1
100779,1,2
100781,1,1
100787,1,2
100811,1,1
100813,1,1
100820,1,2
100838,1,2
100843,1,1
100848,1,2
100858,1,1
100869,1,12
100872,1,5
100877,1,1
100891,1,1
100894,1,2
100900,1,1
100912,1,1
100914,1,1
100915,1,1
100946,1,1
100953,3,6
100966,1,1
100967,1,1
100970,1,1
100971,1,3
100973,1,2
100985,1,1
100990,1,1
101002,1,1
101009,1,1
101012,1,1
101018,1,1
101019,1,1
101024,1,1
101030,1,1
101040,NA,NA
101056,1,2
101069,1,1
101070,1,1
101075,1,1
101080,1,1
101081,1,2
101086,1,1
101088,1,1
101091,1,1
101092,1,1
101100,1,1
101103,1,1
101115,1,1
101120,1,1
101121,1,1
101125,NA,NA
101133,1,1
101148,1,1
101196,1,1
101198,1,1
101204,1,1
101210,1,1
101221,NA,NA
101237,1,1
101239,1,1
101252,1,1
101257,3,7
101261,1,2
101267,1,1
101270,1,1
101272,1,1
101273,NA,NA
101277,1,1
101287,1,1
101291,1,1
101297,1,1
101301,1,2
101313,1,1
101316,1,1
101336,1,1
101337,1,12
101339,NA,NA
101344,1,1
101346,1,1
101347,1,1
101349,1,1
101357,1,1
101360,1,2
101365,7,14
101369,1,2
101378,1,1
101397,1,1
101402,1,12
101408,1,2
101409,1,1
101415,1,1
101419,1,1
101431,1,1
101442,1,1
101443,1,2
101445,1,1
101447,1,1
101458,1,1
101460,1,1
101473,1,2
101475,1,1
101478,1,1
101483,1,1
101486,1,1
101490,1,14
101495,1,1
101496,NA,NA
101499,1,1
101504,1,1
101513,1,1
101516,1,1
101521,1,1
101524,1,3
101538,7,14
101541,1,1
101545,1,1
101553,1,1
101555,1,1
101568,1,1
101570,1,1
101584,1,1
101587,1,1
101593,1,2
101596,4,NA
101613,1,1
101619,1,1
101621,1,1
101625,1,1
101630,1,1
101636,1,12
101641,1,1
101677,1,1
101679,1,1
101681,1,1
101682,1,1
101683,1,1
101690,1,1
101692,1,1
101695,1,1
101700,1,1
101711,NA,NA
101726,1,1
101727,1,1
101732,1,12
101738,1,1
101741,1,1
101743,1,1
101744,1,1
101747,1,1
101758,1,1
101769,1,1
101770,1,1
101779,7,14
101780,1,1
101784,1,1
101785,1,1
101791,1,1
101792,1,1
101819,1,1
101824,1,1
101828,1,1
101835,1,1
101841,1,1
101852,1,1
101857,1,1
101870,1,1
101895,1,1
101902,NA,NA
101906,1,1
101918,1,1
101930,1,1
101939,1,1
101945,7,14
101946,1,1
101947,1,1
101949,1,1
101959,1,2
101975,1,1
101976,1,1
101979,1,1
101990,1,1
101995,1,1
102005,NA,NA
102008,1,1
102009,NA,NA
102016,1,1
102021,1,1
102022,1,1
102029,1,1
102033,1,1
102039,1,1
102041,1,1
102049,1,1
102050,NA,NA
102052,1,1
102053,1,1
102058,1,1
102068,1,1
102080,1,1
102094,1,1
102100,1,1
102114,1,1
102118,1,2
102127,1,1
102128,1,1
102129,1,1
102146,1,1
102150,1,1
102154,1,1
102157,1,1
102158,1,1
102160,1,1
102177,1,1
102180,1,1
102195,1,1
102213,1,1
102230,1,1
102234,NA,NA
102235,1,1
102239,1,1
102251,1,1
102267,1,1
102269,1,2
102299,NA,NA
102304,1,1
102305,1,1
102306,1,1
102312,1,1
102314,1,1
102335,1,1
102341,1,1
102354,1,1
102357,1,1
102363,1,1
102368,1,1
102372,1,1
102373,1,1
102376,1,1
102378,1,1
102389,1,5
102392,1,1
102394,1,1
102405,1,1
102407,1,1
102410,1,1
102411,1,1
102421,1,1
102426,1,1
102427,1,1
102432,1,1
102434,1,2
102442,1,1
102444,1,1
102452,1,1
102453,1,1
102455,1,1
102465,1,1
102468,1,1
102470,1,2
102471,1,1
102479,1,1
102480,NA,NA
102499,1,1
102513,1,1
102515,1,1
102519,1,1
102530,1,2
102535,1,1
102540,1,1
102548,1,1
102552,1,1
102554,1,1
102556,1,1
102558,1,1
102562,1,1
102566,1,1
102571,1,1
102575,1,1
102584,1,1
102589,1,1
102637,1,1
102638,1,1
102640,1,1
102658,1,1
102674,1,1
102682,1,1
102700,3,7
102706,1,1
102726,1,1
102732,1,1
102751,1,1
102765,1,14
102772,1,1
102778,1,1
102779,1,1
102790,1,1
102801,1,1
102803,1,1
102805,1,12
102814,1,1
102817,1,1
102821,1,1
102822,1,1
102829,1,1
102838,NA,NA
102839,1,1
102848,NA,NA
102860,1,NA
102862,1,1
102871,1,1
102877,1,1
102900,1,1
102926,1,1
102940,1,1
102946,1,1
102948,4,NA
102954,1,1
102968,NA,NA
102971,1,1
102973,1,1
102976,1,1
102985,1,1
102990,1,1
102998,1,1
103017,1,1
103018,1,2
103027,1,1
103033,1,1
103036,1,1
103037,1,1
103043,1,2
103044,1,1
103047,1,1
103052,NA,NA
103060,1,1
103061,NA,NA
103064,1,2
103066,1,1
103071,1,2
103074,1,1
103080,1,1
103081,1,5
103095,1,1
103102,1,1
103105,1,1
103110,1,1
103114,1,1
103118,1,1
103141,1,1
103144,1,1
103146,1,1
103147,1,1
103160,1,1
103166,1,1
103180,1,1
103181,1,1
103184,1,5
103190,1,2
103197,1,1
103198,1,1
103208,1,1
103214,1,1
103222,1,1
103225,1,1
103226,1,1
103227,1,1
103231,1,1
103242,1,1
103243,1,1
103270,1,1
103285,1,1
103289,1,1
103297,1,1
103306,1,1
103310,1,1
103324,1,1
103326,1,1
103327,1,1
103332,1,1
103334,1,1
103345,1,1
103346,1,1
103349,1,1
103350,1,1
103355,1,1
103360,1,1
103364,1,1
103369,1,1
103373,1,1
103375,1,1
103410,1,1
103418,1,1
103423,1,12
103434,1,1
103442,1,1
103448,1,1
103471,1,1
103473,3,7
103474,1,1
103481,1,1
103486,1,1
103490,NA,NA
103492,1,1
103494,1,1
103498,1,1
103502,1,2
103513,1,1
103517,1,1
103519,1,1
103525,1,1
103528,1,1
103544,1,1
103558,1,2
103563,1,1
103571,1,1
103574,1,1
103582,1,1
103589,1,1
103596,1,12
103607,1,2
103610,1,1
103642,7,14
103657,1,1
103671,1,1
103681,1,1
103691,1,1
103702,1,2
103707,1,1
103713,1,1
103714,1,1
103720,7,14
103735,1,1
103741,1,1
103745,1,12
103755,1,1
103759,1,1
103773,1,1
103777,1,1
103779,1,1
103787,1,1
103789,NA,NA
103817,1,1
103822,1,1
103826,1,1
103834,1,1
103843,1,1
103848,1,1
103852,1,1
103855,1,1
103861,1,1
103865,1,1
103888,1,1
103891,1,1
103906,1,1
103911,1,1
103913,1,1
103914,1,1
103918,1,2
103927,1,1
103928,1,1
103929,1,1
103931,1,1
103934,1,1
103938,7,14
103960,1,1
103969,1,1
103976,1,1
103977,1,1
103979,1,1
103983,1,1
103984,1,12
104002,1,1
104011,1,1
104019,1,1
104021,1,1
104029,1,1
104037,1,1
104040,1,1
104045,1,1
104048,NA,NA
104056,1,1
104082,1,1
104087,1,1
104096,1,3
104097,1,1
104106,1,1
104114,1,1
104119,1,1
104125,1,1
104135,1,1
104139,NA,NA
104140,NA,NA
104154,1,2
104160,NA,NA
104163,1,1
104182,1,2
104194,1,1
104203,1,1
104214,1,1
104216,1,2
104220,1,1
104230,NA,NA
104239,1,1
104253,1,2
104262,1,1
104265,NA,NA
104270,1,1
104299,NA,NA
104300,1,1
104308,1,2
104309,1,1
104320,1,1
104328,1,2
104330,1,1
104331,1,NA
104335,1,1
104340,1,1
104346,1,2
104348,NA,NA
104349,1,1
104353,1,1
104363,1,1
104372,1,1
104377,1,1
104378,1,1
104382,1,1
104392,1,1
104405,1,1
104408,1,1
104417,1,1
104421,1,1
104427,1,1
104437,1,1
104449,1,1
104453,1,1
104471,1,1
104486,1,1
104494,1,1
104510,1,1
104521,1,1
104533,1,1
104541,1,2
104575,1,1
104585,1,1
104601,1,1
104602,1,1
104604,7,14
104610,1,1
104618,1,1
104625,1,1
104628,1,2
104629,1,1
104638,1,1
104639,1,1
104655,1,1
104686,1,1
104688,1,1
104692,1,1
104711,1,1
104714,1,2
104716,1,1
104721,1,1
104724,1,12
104725,1,1
104734,1,1
104739,NA,NA
104743,1,1
104746,1,1
104754,1,1
104772,1,1
104783,1,1
104804,1,1
104807,1,1
104810,1,1
104817,1,1
104822,1,1
104827,1,1
104829,1,1
104830,1,1
104844,1,1
104851,1,1
104859,1,1
104862,1,1
104870,1,1
104877,1,1
104890,1,1
104891,1,1
104892,1,5
104894,1,1
104899,1,1
104909,7,14
104923,1,1
104925,1,2
104938,1,1
104939,1,2
104940,1,1
104941,1,1
104949,1,1
104952,1,1
104958,1,1
104964,1,1
104969,1,1
104972,1,1
104973,1,1
104991,1,12
105011,1,1
105012,1,1
105016,1,1
105032,1,1
105037,1,1
105043,1,1
105060,1,1
105064,1,1
105072,1,1
105074,1,1
105080,NA,NA
105082,1,1
105084,1,1
105088,1,1
105104,1,1
105118,1,2
105122,1,1
105129,1,1
105135,1,1
105147,1,1
105151,1,2
105156,1,1
105162,1,1
105163,1,1
105164,1,1
105172,1,5
105185,1,1
105186,NA,NA
105191,1,1
105202,2,10
105206,1,1
105210,1,2
105221,NA,6
105237,1,1
105238,1,1
105240,1,1
105241,1,1
105243,1,1
105249,1,1
105254,1,1
105258,1,5
105260,1,1
105266,1,1
105268,1,1
105269,1,1
105273,1,1
105276,1,1
105291,1,1
105294,1,1
105299,1,1
105306,1,1
105320,1,1
105322,1,1
105326,1,1
105340,1,1
105342,1,1
105362,1,1
105371,1,1
105374,1,1
105375,1,1
105376,1,1
105388,1,1
105390,NA,NA
105404,1,1
105406,1,1
105412,1,1
105418,1,1
105420,1,5
105421,1,1
105425,1,1
105428,1,1
105429,1,2
105433,1,1
105434,1,1
105439,1,1
105445,1,1
105463,1,1
105469,1,1
105473,1,1
105475,1,1
105477,1,1
105479,1,1
105486,1,1
105504,1,1
105508,1,1
105511,1,1
105515,NA,NA
105522,1,1
105526,1,1
105527,1,1
105532,1,2
105539,NA,NA
105548,1,1
105552,1,1
105553,1,12
105554,NA,NA
105559,1,1
105562,1,1
105563,1,1
105580,1,1
105585,1,1
105593,1,2
105594,1,1
105605,1,1
105613,1,1
105614,1,1
105617,1,1
105622,1,1
105628,1,1
105630,1,2
105631,1,1
105646,1,1
105648,1,1
105651,1,1
105652,1,1
105654,1,14
105658,1,1
105664,1,5
105668,1,1
105675,NA,NA
105676,1,1
105677,1,2
105679,1,1
105699,1,1
105716,1,1
105732,1,12
105738,1,1
105741,1,1
105755,1,1
105759,1,1
105761,1,1
105762,1,1
105763,1,1
105769,1,12
105781,1,1
105785,1,1
105794,NA,NA
105803,7,14
105804,1,2
105827,1,1
105856,1,1
105863,1,1
105868,1,1
105896,1,14
105905,1,1
105909,1,1
105924,1,1
105946,1,1
105948,2,10
105956,1,12
105960,1,1
105962,1,1
105978,1,1
105982,1,1
106005,1,1
106007,1,1
106011,1,1
106026,1,1
106031,1,1
106038,1,1
106046,1,1
106048,1,1
106057,1,1
106058,NA,NA
106065,1,1
106076,1,2
106088,1,1
106121,4,NA
106130,1,1
106138,1,1
106143,1,1
106160,1,1
106163,1,1
106168,NA,NA
106170,1,1
106172,1,1
106173,1,1
106181,1,1
106189,1,1
106201,1,1
106217,1,1
106230,1,1
106232,1,1
106234,1,1
106247,1,1
106248,1,1
106254,4,1
106266,1,2
106270,1,1
106295,1,1
106304,1,1
106305,1,1
106308,1,1
106322,1,1
106331,1,1
106336,1,1
106340,1,1
106349,1,1
106352,1,1
106356,1,1
106363,1,1
106369,1,1
106394,1,1
106403,1,12
106412,1,1
106415,1,1
106418,NA,NA
106458,1,5
106490,1,NA
106507,1,1
106518,NA,NA
106519,1,12
106530,2,11
106532,1,1
106538,1,1
106546,1,1
106547,1,1
106556,1,1
106575,1,1
106579,1,1
106582,1,1
106603,1,1
106605,1,1
106610,1,1
106621,1,1
106622,1,1
106623,1,1
106637,1,1
106641,1,1
106647,1,1
106653,1,1
106656,1,1
106661,1,1
106674,1,1
106676,1,1
106679,1,1
106684,1,1
106696,1,1
106718,1,1
106727,1,1
106729,7,14
106742,1,1
106743,1,1
106747,1,1
106750,1,1
106752,1,1
106764,1,1
106774,1,1
106776,1,1
106777,1,1
106786,1,1
106807,1,1
106820,1,1
106821,1,1
106827,1,1
106838,1,1
106839,1,1
106845,1,1
106848,1,1
106851,1,12
106867,1,1
106873,1,1
106897,1,1
106913,1,12
106924,1,1
106928,1,1
106930,1,1
106937,1,1
106938,1,1
106940,1,1
106941,1,1
106949,1,1
106955,1,1
106967,1,2
106980,1,1
106994,1,2
107000,1,1
107002,1,1
107009,1,1
107012,1,1
107024,1,1
107035,1,1
107046,1,1
107048,1,1
107050,1,1
107071,1,1
107085,1,1
107090,1,1
107092,1,1
107094,1,1
107095,1,1
107097,1,1
107100,1,1
107119,1,1
107125,1,1
107126,1,1
107128,1,1
107156,1,1
107166,1,2
107167,1,1
107172,1,1
107184,1,1
107188,NA,NA
107189,1,2
107199,1,5
107210,2,1
107211,NA,NA
107216,1,3
107219,1,1
107236,7,14
107244,1,1
107255,1,1
107262,1,1
107263,1,1
107275,1,1
107277,1,1
107295,1,1
107323,1,1
107325,1,1
107328,1,1
107339,1,1
107341,1,1
107349,1,1
107352,1,1
107354,1,1
107360,1,1
107361,1,1
107363,1,1
107374,1,1
107381,1,1
107386,1,1
107389,1,1
107392,1,1
107396,1,1
107403,1,1
107404,1,1
107417,1,1
107423,1,1
107442,1,1
107448,1,1
107450,1,1
107459,1,1
107460,1,1
107462,1,1
107470,1,1
107478,1,1
107482,1,1
107483,1,1
107486,1,1
107488,1,1
107492,1,1
107496,1,1
107497,1,5
107505,1,1
107523,1,1
107528,1,1
107533,1,1
107552,1,2
107559,1,1
107561,1,1
107562,1,1
107567,1,1
107569,1,1
107572,1,1
107574,1,1
107580,1,1
107584,7,14
107588,1,1
107599,1,1
107606,1,1
107616,1,1
107626,1,1
107646,3,6
107677,1,1
107682,1,1
107685,1,1
107695,1,1
107700,1,1
107701,1,1
107702,1,1
107703,1,1
107707,1,1
107733,1,1
107735,1,1
107738,1,2
107748,1,12
107751,1,1
107753,1,1
107763,1,1
107766,1,1
107772,1,1
107784,1,1
107785,1,1
107860,1,1
107865,1,1
107868,1,1
107874,1,1
107876,1,1
107879,1,14
107917,1,1
107929,1,NA
107940,1,1
107948,1,1
107949,NA,NA
107950,1,1
107982,1,1
107988,1,1
107991,1,1
108004,1,2
108013,1,1
108018,1,1
108019,1,1
108021,1,1
108039,1,1
108044,1,1
108045,1,1
108055,1,1
108072,1,1
108077,1,1
108083,1,1
108084,1,1
108093,1,2
108100,1,1
108103,NA,NA
108115,1,1
108117,1,1
108126,1,1
108138,1,1
108143,1,1
108149,5,NA
108158,1,1
108161,1,1
108162,1,1
108175,1,1
108180,1,5
108186,1,1
108194,1,1
108202,NA,NA
108212,1,1
108222,1,1
108228,1,1
108250,1,1
108261,1,2
108263,1,1
108280,1,2
108297,1,1
108304,1,1
108306,1,1
108313,1,1
108316,1,1
108323,1,1
108326,1,1
108332,1,1
108335,1,1
108343,1,1
108352,1,1
108353,1,1
108358,1,1
108361,1,1
108363,1,1
108365,1,1
108369,1,1
108378,1,1
108390,1,1
108391,1,1
108394,NA,NA
108400,1,1
108407,7,14
108410,1,1
108412,1,1
108430,1,2
108431,1,12
108441,1,1
108457,1,1
108459,1,1
108460,1,1
108464,1,1
108474,1,1
108475,1,1
108480,1,1
108485,NA,NA
108513,1,1
108516,1,1
108517,1,1
108520,1,1
108536,3,6
108552,1,1
108553,1,1
108574,1,1
108584,1,1
108609,1,1
108616,1,1
108622,1,1
108625,1,1
108643,1,1
108647,1,1
108660,1,1
108663,1,1
108664,1,1
108672,1,2
108683,1,1
108688,1,1
108691,1,1
108694,1,2
108713,1,1
108715,1,1
108718,1,1
108725,1,1
108729,1,1
108741,1,1
108755,1,1
108759,1,1
108770,1,1
108771,1,2
108774,1,1
108778,1,1
108779,1,1
108783,1,1
108785,1,1
108794,1,1
108805,1,1
108823,1,1
108848,1,1
108850,NA,NA
108852,1,1
108856,1,1
108858,7,14
108859,1,1
108867,1,1
108869,1,1
108872,NA,NA
108879,1,1
108880,1,1
108932,1,2
108933,1,1
108945,1,1
108951,1,1
108960,1,1
108963,1,1
108965,1,1
108970,1,1
108975,NA,NA
108976,1,1
108982,1,1
108989,7,14
108991,NA,NA
109000,1,1
109004,1,2
109010,1,2
109023,1,1
109024,1,1
109026,1,1
109028,1,1
109032,1,1
109033,1,1
109065,7,14
109073,1,1
109085,1,1
109096,1,1
109100,1,1
109104,1,1
109107,1,1
109108,1,1
109121,1,1
109124,1,1
109126,1,1
